8.7758,8.2309,6.5596,5.9192,5.8696,5.7192,5.7136,5.5812,8.7758,25086,50172,75258,1.0034e+05,1.2543e+05,1.5052e+05,1.756e+05,2.0069e+05,2.2578e+05,2.5086e+05,8.2309,21088,42176,63265,84353,1.0544e+05,1.2653e+05,1.4762e+05,1.6871e+05,1.8979e+05,2.1088e+05,6.5596,19662,39324,58986,78648,98310,1.1797e+05,1.3763e+05,1.573e+05,1.7696e+05,1.9662e+05,5.9192,18841,37681,56522,75362,94203,1.1304e+05,1.3188e+05,1.5072e+05,1.6957e+05,1.8841e+05,5.8696,18504,37008,55512,74016,92519,1.1102e+05,1.2953e+05,1.4803e+05,1.6653e+05,1.8504e+05,5.7192,18033,36066,54098,72131,90164,1.082e+05,1.2623e+05,1.4426e+05,1.6229e+05,1.8033e+05,5.7136,16719,33439,50158,66877,83596,1.0032e+05,1.1703e+05,1.3375e+05,1.5047e+05,1.6719e+05,5.5812,15930,31860,47790,63720,79650,95581,1.1151e+05,1.2744e+05,1.4337e+05,1.593e+05,1.5295e+07
24.465,18.461,17.679,17.353,17.32,15.791,15.638,14,24.465,39313,78626,1.1794e+05,1.5725e+05,1.9656e+05,2.3588e+05,2.7519e+05,3.145e+05,3.5382e+05,3.9313e+05,18.461,32448,64896,97344,1.2979e+05,1.6224e+05,1.9469e+05,2.2714e+05,2.5958e+05,2.9203e+05,3.2448e+05,17.679,31000,62001,93001,1.24e+05,1.55e+05,1.86e+05,2.17e+05,2.48e+05,2.79e+05,3.1e+05,17.353,29666,59332,88998,1.1866e+05,1.4833e+05,1.78e+05,2.0766e+05,2.3733e+05,2.6699e+05,2.9666e+05,17.32,28410,56819,85229,1.1364e+05,1.4205e+05,1.7046e+05,1.9887e+05,2.2728e+05,2.5569e+05,2.841e+05,15.791,27885,55769,83654,1.1154e+05,1.3942e+05,1.6731e+05,1.9519e+05,2.2308e+05,2.5096e+05,2.7885e+05,15.638,27832,55664,83495,1.1133e+05,1.3916e+05,1.6699e+05,1.9482e+05,2.2265e+05,2.5049e+05,2.7832e+05,14,27568,55137,82705,1.1027e+05,1.3784e+05,1.6541e+05,1.9298e+05,2.2055e+05,2.4811e+05,2.7568e+05,2.9097e+07
7.46,7.0185,6.9601,6.1556,5.9664,5.6119,5.4782,5.4207,7.46,33517,67034,1.0055e+05,1.3407e+05,1.6759e+05,2.011e+05,2.3462e+05,2.6814e+05,3.0165e+05,3.3517e+05,7.0185,32009,64017,96026,1.2803e+05,1.6004e+05,1.9205e+05,2.2406e+05,2.5607e+05,2.8808e+05,3.2009e+05,6.9601,31818,63636,95454,1.2727e+05,1.5909e+05,1.9091e+05,2.2272e+05,2.5454e+05,2.8636e+05,3.1818e+05,6.1556,27774,55549,83323,1.111e+05,1.3887e+05,1.6665e+05,1.9442e+05,2.2219e+05,2.4997e+05,2.7774e+05,5.9664,26811,53622,80433,1.0724e+05,1.3405e+05,1.6087e+05,1.8768e+05,2.1449e+05,2.413e+05,2.6811e+05,5.6119,25666,51333,76999,1.0267e+05,1.2833e+05,1.54e+05,1.7967e+05,2.0533e+05,2.31e+05,2.5666e+05,5.4782,25623,51246,76870,1.0249e+05,1.2812e+05,1.5374e+05,1.7936e+05,2.0499e+05,2.3061e+05,2.5623e+05,5.4207,24266,48533,72799,97066,1.2133e+05,1.456e+05,1.6987e+05,1.9413e+05,2.184e+05,2.4266e+05,1.4766e+07
39.862,39.225,31.673,29.613,29.215,27.918,26.591,26.119,39.862,59947,1.1989e+05,1.7984e+05,2.3979e+05,2.9974e+05,3.5968e+05,4.1963e+05,4.7958e+05,5.3952e+05,5.9947e+05,39.225,58988,1.1798e+05,1.7697e+05,2.3595e+05,2.9494e+05,3.5393e+05,4.1292e+05,4.7191e+05,5.309e+05,5.8988e+05,31.673,47632,95264,1.429e+05,1.9053e+05,2.3816e+05,2.8579e+05,3.3342e+05,3.8106e+05,4.2869e+05,4.7632e+05,29.613,44534,89068,1.336e+05,1.7814e+05,2.2267e+05,2.6721e+05,3.1174e+05,3.5627e+05,4.0081e+05,4.4534e+05,29.215,43935,87870,1.3181e+05,1.7574e+05,2.1968e+05,2.6361e+05,3.0755e+05,3.5148e+05,3.9542e+05,4.3935e+05,27.918,41984,83968,1.2595e+05,1.6794e+05,2.0992e+05,2.5191e+05,2.9389e+05,3.3587e+05,3.7786e+05,4.1984e+05,26.591,39990,79980,1.1997e+05,1.5996e+05,1.9995e+05,2.3994e+05,2.7993e+05,3.1992e+05,3.5991e+05,3.999e+05,26.119,39279,78558,1.1784e+05,1.5712e+05,1.964e+05,2.3567e+05,2.7495e+05,3.1423e+05,3.5351e+05,3.9279e+05,7.4295e+07
